% 1. Title: POSTag dataset
%
% 2. Sources: UD_Indonesian
%
@RELATION postag
@ATTRIBUTE form NUMERIC
@ATTRIBUTE prevpostag NUMERIC
@ATTRIBUTE class {_,PROPN,AUX,DET,NOUN,PRON,VERB,ADP,PUNCT,ADV,CCONJ,SCONJ,NUM,ADJ,PART,SYM,X}
@DATA
544,7,NOUN
5,4,PRON
6285,5,VERB
2656,6,NOUN
36,4,DET
16,3,PUNCT
17311,8,PROPN
17312,1,PROPN
17313,1,PROPN
2,1,AUX
3,2,DET
144,3,DET
4085,3,NOUN
4765,4,NOUN
172,4,PUNCT
4765,8,NOUN
17314,4,NOUN
4413,4,PROPN
12170,1,PROPN
5,1,PRON
6,5,VERB
7,6,ADP
401,7,NOUN
17313,4,PROPN
27,1,CCONJ
401,10,PROPN
17315,1,PROPN
10,1,PUNCT
379,8,PROPN
17316,1,PROPN
10,1,PUNCT
416,8,PROPN
13,1,PROPN
1186,1,PROPN
16,1,PUNCT
4078,8,PROPN
8069,1,PROPN
196,1,VERB
3,6,DET
4340,3,NOUN
9499,4,NOUN
7,4,ADP
903,7,NOUN
84,4,NOUN
1242,4,PROPN
17317,1,PROPN
10,1,PUNCT
903,8,NOUN
2157,4,PROPN
16,1,PUNCT
10561,8,NOUN
1255,4,ADJ
5,13,PRON
17318,5,VERB
355,6,ADP
17319,7,PROPN
17320,1,PROPN
27,1,CCONJ
17321,10,PROPN
17322,1,PROPN
441,1,VERB
17323,6,ADJ
7,13,ADP
17324,7,PROPN
456,1,ADP
2244,7,VERB
2245,6,NOUN
27,4,CCONJ
1357,10,VERB
111,6,ADP
1629,7,NOUN
7675,4,ADJ
45,13,PROPN
10,1,PUNCT
857,8,SCONJ
396,11,NOUN
17325,4,ADJ
355,13,ADP
17326,7,PROPN
17327,1,PROPN
10,1,PUNCT
17328,8,PROPN
17329,1,PROPN
10,1,PUNCT
27,8,CCONJ
17330,10,PROPN
17331,1,PROPN
1473,1,ADV
6540,9,VERB
10006,6,NOUN
32,4,PRON
111,5,ADP
1679,7,DET
1629,3,NOUN
32,4,PRON
7,5,ADP
17324,7,PROPN
27,1,CCONJ
1629,10,NOUN
7675,4,ADJ
45,13,PROPN
16,1,PUNCT
6628,8,NOUN
8047,4,NOUN
5005,4,NOUN
5,4,PRON
905,5,VERB
46,6,ADP
47,7,NOUN
1487,4,NUM
1237,12,VERB
17332,6,NOUN
12733,4,NOUN
17333,4,PROPN
17334,1,PROPN
1513,1,ADP
273,7,NOUN
3561,4,NOUN
1487,4,NUM
16,12,PUNCT
6923,8,CCONJ
17335,10,NOUN
132,4,PUNCT
23,8,CCONJ
14429,10,NOUN
135,4,PUNCT
177,8,ADJ
17083,13,VERB
587,6,NOUN
5051,4,PROPN
10,1,PUNCT
223,8,SCONJ
32,11,PRON
5124,5,VERB
2844,6,VERB
890,6,PRON
27,5,CCONJ
5219,10,VERB
70,6,ADP
1416,7,NOUN
32,4,PRON
16,5,PUNCT
4352,8,PROPN
36,1,DET
6,3,VERB
7,6,ADP
27,7,CCONJ
998,10,VERB
1513,6,ADP
8752,7,PROPN
12499,1,PROPN
10,1,PUNCT
3,8,DET
1013,3,NOUN
1294,4,ADJ
5,13,PRON
4318,5,VERB
24,6,ADP
1115,7,NOUN
12499,4,PROPN
9427,1,PROPN
12411,1,PROPN
10,1,PUNCT
1115,8,PROPN
1024,1,PROPN
8510,1,PROPN
27,1,CCONJ
1115,10,PROPN
4775,1,PROPN
17336,1,PROPN
1317,1,ADP
941,7,NOUN
1943,4,NOUN
16,4,PUNCT
569,8,CCONJ
7825,10,NOUN
17337,4,ADJ
2,13,AUX
194,2,PUNCT
8745,8,PRON
5,5,PRON
1908,5,ADV
6062,9,ADJ
111,13,ADP
304,7,PRON
284,5,PUNCT
4074,8,PROPN
17338,1,PROPN
10,1,PUNCT
1140,8,PROPN
7176,1,PROPN
188,1,VERB
6532,6,NOUN
6652,4,NOUN
17339,4,NUM
4074,12,PROPN
36,1,DET
6,3,VERB
7,6,ADP
8,7,NOUN
1140,4,PROPN
7176,1,PROPN
10,1,PUNCT
1434,8,PROPN
1186,1,PROPN
16,1,PUNCT
569,8,CCONJ
2018,10,ADV
17340,9,NOUN
17341,4,PROPN
225,1,ADV
8652,9,ADJ
16516,13,VERB
17342,6,PROPN
5,1,PRON
17343,5,ADV
1312,9,ADV
6710,9,VERB
81,6,DET
8177,3,NOUN
16,4,PUNCT
17275,8,PROPN
23,1,CCONJ
17344,10,NOUN
2,4,AUX
3,2,DET
6492,3,NOUN
823,4,NOUN
5,4,PRON
17345,5,VERB
16,6,PUNCT
436,8,ADP
748,7,NOUN
36,4,DET
10,3,PUNCT
5,8,PRON
6955,5,VERB
7,6,ADP
3279,7,NOUN
1162,4,NOUN
27,4,CCONJ
6285,10,VERB
2656,6,NOUN
10832,4,NOUN
10,4,PUNCT
17258,8,ADV
4583,9,VERB
1162,6,NOUN
5,4,PRON
1067,5,ADJ
355,13,ADP
32,7,PRON
16,5,PUNCT
920,8,PROPN
36,1,DET
241,3,VERB
7,6,ADP
7956,7,PROPN
47,1,NOUN
9983,4,NUM
16,12,PUNCT
17346,8,PROPN
132,1,PUNCT
135,8,PUNCT
2,8,AUX
3,2,DET
402,3,NOUN
7,4,ADP
3819,7,NOUN
9497,4,PROPN
7,1,ADP
663,7,PROPN
16,1,PUNCT
2234,8,PROPN
118,1,ADV
3814,9,VERB
127,6,ADP
824,7,DET
2747,3,NOUN
17347,4,NOUN
1316,4,NOUN
132,4,PUNCT
5,8,PRON
21,5,VERB
199,6,ADP
2616,7,NOUN
10,4,PUNCT
666,8,NOUN
10,4,PUNCT
17348,8,NOUN
172,4,PUNCT
17348,8,NOUN
10,4,PUNCT
27,8,CCONJ
2913,10,NOUN
135,4,PUNCT
2234,8,PROPN
1316,1,NOUN
10,4,PUNCT
644,8,ADV
250,9,ADJ
24,13,ADP
581,7,NOUN
2395,4,NOUN
5,4,PRON
252,5,ADJ
355,13,ADP
1530,7,NOUN
10,4,PUNCT
5663,8,NOUN
10,4,PUNCT
27,8,CCONJ
2913,10,NOUN
16,4,PUNCT
455,8,DET
242,3,NOUN
125,4,ADV
84,9,NOUN
3509,4,NOUN
1894,4,VERB
10,6,PUNCT
125,8,ADV
84,9,NOUN
957,4,NOUN
27,4,CCONJ
3509,10,NOUN
17349,4,VERB
16,6,PUNCT
436,8,ADP
3437,7,NOUN
10,4,PUNCT
17350,8,PROPN
102,1,PART
591,14,ADV
454,9,VERB
70,6,ADP
13,7,PROPN
10,1,PUNCT
223,8,SCONJ
4918,11,ADJ
111,13,ADP
17351,7,VERB
24,6,ADP
2383,7,NOUN
17352,4,PROPN
17353,1,PROPN
5,1,PRON
454,5,VERB
70,6,ADP
13,7,PROPN
47,1,NOUN
17354,4,NUM
16,12,PUNCT
468,8,NOUN
36,4,DET
871,3,ADV
3191,9,VERB
547,6,ADJ
795,13,ADP
1141,7,NUM
47,12,NOUN
3173,4,ADJ
10,13,PUNCT
199,8,ADP
1471,7,NOUN
5,4,PRON
3271,5,VERB
199,6,ADP
13327,7,NUM
587,12,NOUN
46,4,ADP
1046,7,NUM
172,12,PUNCT
173,8,X
264,16,VERB
17355,6,NUM
173,12,DET
587,3,NOUN
55,4,ADV
10,9,PUNCT
27,8,CCONJ
294,10,ADP
17356,7,NOUN
2,4,AUX
1471,2,NOUN
2891,4,NOUN
172,4,PUNCT
6711,8,NOUN
16,4,PUNCT
484,8,ADP
8704,7,ADP
2033,7,VERB
16272,6,NOUN
6205,4,NOUN
111,4,ADP
5605,7,NOUN
5,4,PRON
3666,5,VERB
27,6,CCONJ
1966,10,VERB
8971,6,NOUN
5605,4,NOUN
132,4,PUNCT
17357,8,NOUN
135,4,PUNCT
227,8,ADP
16272,7,NOUN
111,4,ADP
1507,7,VERB
75,6,ADP
17357,7,NOUN
942,4,ADJ
10,13,PUNCT
1124,8,VERB
24,6,ADP
84,7,NOUN
5,4,PRON
7078,5,ADV
308,9,ADV
17358,9,VERB
132,6,PUNCT
17359,8,NOUN
135,4,PUNCT
16,8,PUNCT
964,8,NOUN
36,4,DET
241,3,VERB
46,6,ADP
3116,7,NUM
1486,12,PROPN
3928,1,NUM
5900,12,PROPN
12738,1,PROPN
202,1,NOUN
36,4,DET
2,3,AUX
6850,2,PROPN
17360,1,PROPN
3086,1,PROPN
588,1,NOUN
70,4,NUM
172,12,PUNCT
830,8,NUM
199,12,ADP
17361,7,PROPN
3086,1,PROPN
346,1,SYM
17362,15,PROPN
17363,1,PROPN
17364,1,PROPN
4224,1,PROPN
16,1,PUNCT
11865,8,PROPN
4796,1,PROPN
15,1,PROPN
196,1,VERB
588,6,NOUN
1680,4,NOUN
5191,4,PROPN
3993,1,PROPN
5191,1,PROPN
17365,1,PROPN
3588,1,PROPN
7,1,ADP
17366,7,PROPN
7923,1,PRON
542,5,VERB
7,6,ADP
17367,7,PROPN
17368,1,PROPN
16,1,PUNCT
56,8,ADP
47,7,NOUN
5942,4,NUM
27,12,CCONJ
9464,10,ADV
5873,9,PROPN
441,1,VERB
14725,6,NOUN
70,4,ADP
2872,7,NOUN
252,4,ADJ
355,13,ADP
8047,7,NOUN
10,4,PUNCT
2839,8,NOUN
10,4,PUNCT
364,8,NOUN
5604,4,NOUN
27,4,CCONJ
12380,10,NOUN
60,4,NOUN
4406,4,ADP
47,7,NOUN
1046,4,NUM
172,12,PUNCT
173,8,NUM
16,12,PUNCT
2372,8,PROPN
9903,1,NOUN
657,4,DET
2636,3,VERB
111,6,ADP
3161,7,VERB
1679,6,DET
557,3,NOUN
2201,4,ADJ
5,13,PRON
492,5,VERB
4565,6,NOUN
5630,4,PROPN
938,1,SCONJ
1679,11,DET
557,3,NOUN
657,4,DET
10311,3,VERB
10,6,PUNCT
492,8,VERB
81,6,DET
1287,3,NOUN
111,4,ADP
67,7,DET
309,3,NOUN
5,4,PRON
250,5,VERB
16,6,PUNCT
484,8,ADP
520,7,DET
903,3,NOUN
325,4,NOUN
12778,4,NOUN
102,4,PART
6065,14,VERB
264,6,VERB
1607,6,NOUN
2192,4,PROPN
325,1,PROPN
1654,1,PROPN
10,1,PUNCT
9839,8,SCONJ
6027,11,ADV
111,9,ADP
147,7,VERB
17369,6,NOUN
942,4,ADJ
16,13,PUNCT
17370,8,PROPN
17371,1,PROPN
2,1,AUX
4663,2,NOUN
17372,4,PROPN
199,1,ADP
17373,7,NOUN
17374,4,PROPN
16,1,PUNCT
10722,8,NOUN
36,4,DET
264,3,VERB
3388,6,NOUN
1908,4,ADV
17139,9,ADJ
17375,13,NOUN
75,4,ADP
3609,7,NOUN
16,4,PUNCT
319,8,PRON
2900,5,VERB
8480,6,NOUN
7,4,ADP
4178,7,PROPN
4179,1,PROPN
3201,1,PROPN
111,1,ADP
1629,7,NOUN
3598,4,PROPN
13082,1,PROPN
13083,1,PROPN
46,1,ADP
1516,7,NOUN
1118,4,NUM
1320,12,PROPN
329,1,NUM
75,12,ADP
3843,7,NOUN
114,4,VERB
3598,6,PROPN
17376,1,PROPN
17377,1,PROPN
16,1,PUNCT
17378,8,PROPN
1186,1,PROPN
196,1,VERB
1376,6,NOUN
17379,4,NOUN
5,4,PRON
119,5,ADJ
7,13,ADP
1185,7,PROPN
1186,1,PROPN
16,1,PUNCT
17380,8,PROPN
188,1,VERB
182,6,NOUN
878,4,VERB
533,6,ADP
251,7,NOUN
27,4,CCONJ
11131,10,NOUN
5,4,PRON
6723,5,VERB
4328,6,NUM
2939,12,NOUN
5,4,PRON
225,5,ADV
1294,9,ADJ
7,13,ADP
75,7,NOUN
557,4,NOUN
59,4,NUM
172,12,PUNCT
4510,8,NOUN
16,4,PUNCT
4404,8,PROPN
17381,1,PROPN
2,1,AUX
197,2,DET
81,3,DET
774,3,NOUN
5,4,PRON
775,5,VERB
7,6,ADP
401,7,PROPN
17382,1,PROPN
17383,1,PROPN
10,1,PUNCT
276,8,PROPN
17382,1,PROPN
17317,1,PROPN
10,1,PUNCT
472,8,PROPN
14452,1,PROPN
16545,1,PROPN
10,1,PUNCT
15,8,PROPN
16,1,PUNCT
882,8,ADP
4464,7,NOUN
6462,4,NUM
10,12,PUNCT
280,8,PRON
2969,5,VERB
70,6,ADP
17384,7,PROPN
1513,1,ADP
4652,7,VERB
17385,6,NOUN
397,4,NOUN
398,4,NOUN
7,4,ADP
3139,7,PROPN
3357,1,PROPN
6462,1,NUM
127,12,ADP
17386,7,NOUN
2245,4,NOUN
8599,4,ADJ
24,13,ADP
3211,7,NUM
2245,12,NOUN
16,4,PUNCT
17387,8,PROPN
2,1,AUX
1287,2,NOUN
6205,4,NOUN
17388,4,NOUN
46,4,ADP
17389,7,NOUN
3211,4,NUM
2975,12,NOUN
17390,4,NUM
172,12,PUNCT
17391,8,NUM
16,12,PUNCT
9792,8,PROPN
17392,1,PROPN
196,1,VERB
17393,6,NOUN
447,4,NOUN
172,4,PUNCT
447,8,NOUN
5,4,PRON
9144,5,VERB
7,6,ADP
1288,7,PROPN
4176,1,PROPN
172,1,PUNCT
473,8,PROPN
10,1,PUNCT
473,8,PROPN
172,1,PUNCT
9030,8,PROPN
10,1,PUNCT
12808,8,PROPN
10,1,PUNCT
27,8,CCONJ
17394,10,PROPN
16,1,PUNCT
12748,8,PROPN
5,1,PRON
17395,5,ADJ
10,13,PUNCT
5,8,PRON
871,5,ADV
7881,9,NOUN
111,4,ADP
17396,7,VERB
10,6,PUNCT
1166,8,PART
308,14,ADV
591,9,ADV
349,9,ADV
932,9,ADP
17397,7,ADJ
264,13,VERB
4651,6,NOUN
175,4,ADP
2857,7,PRON
942,5,ADJ
16,13,PUNCT
2192,8,PROPN
17398,1,PROPN
10,1,PUNCT
5,8,PRON
6723,5,VERB
1607,6,NOUN
172,4,PUNCT
1607,8,NOUN
17399,4,NOUN
27,4,CCONJ
1831,10,DET
1607,3,NOUN
2562,4,NOUN
5787,4,NOUN
10,4,PUNCT
17400,8,VERB
81,6,DET
84,3,NOUN
132,4,PUNCT
15171,8,NOUN
10242,4,NUM
172,12,PUNCT
12486,8,NUM
135,12,PUNCT
111,8,ADP
2135,7,NOUN
17401,4,NOUN
36,4,DET
75,3,ADP
6586,7,NOUN
17402,4,NOUN
194,4,PUNCT
300,8,SYM
300,15,SYM
12769,15,X
16,16,PUNCT
17403,8,NOUN
16,4,PUNCT
17388,8,NOUN
16,4,PUNCT
17404,8,NOUN
300,4,SYM
17405,15,NOUN
172,4,PUNCT
17406,8,NOUN
16,4,PUNCT
9891,8,NOUN
5,4,PRON
32,5,PRON
6312,5,VERB
16,6,PUNCT
484,8,ADP
4208,7,PROPN
17407,1,PROPN
17408,1,PROPN
5,1,PRON
394,5,DET
3468,3,NOUN
5,4,PRON
427,5,ADV
13026,9,ADJ
1048,13,VERB
1485,6,NUM
17409,12,NOUN
24,4,ADP
17410,7,PROPN
132,1,PUNCT
588,8,NOUN
587,4,NOUN
2670,4,ADJ
5,13,PRON
828,5,ADV
816,9,VERB
17411,6,NOUN
6000,4,NOUN
135,4,PUNCT
27,8,CCONJ
2123,10,PROPN
132,1,PUNCT
17412,8,NOUN
603,4,ADP
8152,7,NOUN
135,4,PUNCT
16,8,PUNCT
815,8,PROPN
11663,1,PROPN
196,1,VERB
197,6,NOUN
81,4,NOUN
4,4,NOUN
5,4,PRON
201,5,VERB
7,6,ADP
8,7,PROPN
17413,1,PROPN
14584,1,PROPN
17414,1,PROPN
10,1,PUNCT
11,8,PROPN
11575,1,PROPN
4625,1,PROPN
10,1,PUNCT
402,8,PROPN
473,1,PROPN
10,1,PUNCT
15,8,PROPN
16,1,PUNCT
7526,8,ADV
17415,9,PROPN
9993,1,VERB
1162,6,NOUN
10,4,PUNCT
17416,8,VERB
362,6,NOUN
8352,4,NOUN
27,4,CCONJ
1172,10,ADV
3753,9,VERB
16382,6,NOUN
199,4,ADP
5232,7,NOUN
284,4,PUNCT
341,8,DET
1808,3,NOUN
1338,4,VERB
181,6,SCONJ
11335,11,NOUN
4879,4,ADP
172,7,PUNCT
413,8,NOUN
36,4,DET
427,3,ADV
2428,9,ADJ
10,13,PUNCT
27,8,CCONJ
94,10,NUM
1992,12,NOUN
941,4,NOUN
16496,4,NOUN
337,4,ADJ
5,13,PRON
1690,5,VERB
46,6,ADP
47,7,NOUN
275,4,NUM
111,12,ADP
3783,7,VERB
17417,6,PROPN
27,1,CCONJ
17418,10,PROPN
10,1,PUNCT
2350,8,PROPN
3470,1,PROPN
1888,1,PROPN
27,1,CCONJ
17419,10,PROPN
2132,1,PROPN
10,1,PUNCT
102,8,PART
591,14,ADV
762,9,VERB
12290,6,VERB
17420,6,NOUN
1679,4,NUM
413,12,NOUN
657,4,DET
16,3,PUNCT
17421,8,PROPN
196,1,VERB
4340,6,NOUN
2915,4,NOUN
3023,4,NOUN
7637,4,ADJ
70,13,ADP
72,7,NOUN
7,4,ADP
1434,7,PROPN
5,1,PRON
441,5,VERB
2636,6,VERB
169,6,ADP
2511,7,NOUN
1682,4,NUM
172,12,PUNCT
173,8,DET
16,3,PUNCT
4339,8,PROPN
10722,1,PROPN
17422,1,PROPN
7,1,ADP
7204,7,PROPN
17423,1,PROPN
10,1,PUNCT
471,8,PROPN
13292,1,PROPN
2157,1,PROPN
2,1,AUX
3,2,DET
3377,3,NOUN
5,4,PRON
1909,5,VERB
17424,6,ADV
75,9,ADP
6140,7,NOUN
36,4,DET
2,3,AUX
3,2,DET
71,3,NOUN
2201,4,ADJ
5,13,PRON
53,5,ADV
17425,9,ADJ
10,13,PUNCT
27,8,CCONJ
221,10,VERB
199,6,ADP
5638,7,NOUN
5,4,PRON
264,5,VERB
10949,6,NOUN
1875,4,ADJ
2089,13,PRON
7,5,ADP
172,7,PUNCT
17426,8,PROPN
380,1,PROPN
471,1,PROPN
13292,1,PROPN
577,1,ADP
47,7,NOUN
6054,4,NUM
172,12,PUNCT
173,8,NUM
54,12,ADP
55,7,NOUN
10,4,PUNCT
71,8,NOUN
36,4,DET
224,3,ADV
5419,9,VERB
144,6,DET
7109,3,NOUN
3609,4,NOUN
10,4,PUNCT
3377,8,NOUN
107,4,DET
871,3,ADV
954,9,VERB
526,6,NOUN
264,4,VERB
2721,6,NOUN
16,4,PUNCT
846,8,DET
81,3,DET
2063,3,NOUN
972,4,ADJ
1845,13,AUX
111,2,ADP
983,7,VERB
17427,6,NOUN
2225,4,ADJ
172,13,PUNCT
5630,8,PROPN
46,1,ADP
4342,7,NOUN
1202,4,ADP
3377,7,NOUN
10717,4,NOUN
5630,4,PROPN
16,1,PUNCT
6396,8,SCONJ
554,11,NOUN
36,4,DET
349,3,ADV
17428,9,VERB
10,6,PUNCT
3288,8,NOUN
349,4,ADV
441,9,ADV
8425,9,VERB
32,6,PRON
16,5,PUNCT
13277,8,NOUN
1368,4,VERB
11142,6,PROPN
197,1,DET
2819,3,DET
6635,3,SCONJ
890,11,PRON
224,5,ADV
2504,9,VERB
14840,6,NOUN
175,4,ADP
13352,7,NOUN
10,4,PUNCT
17429,8,PART
5318,14,VERB
89,6,NOUN
7,4,ADP
14590,7,NOUN
654,4,NOUN
16,4,PUNCT
1778,8,DET
2504,3,VERB
990,6,NOUN
12757,4,ADJ
199,13,ADP
18,7,NOUN
15,4,PROPN
70,1,ADP
17430,7,PROPN
749,1,CCONJ
2504,10,VERB
3672,6,NOUN
175,4,ADP
6243,7,NOUN
5,4,PRON
225,5,ADV
547,9,ADJ
199,13,ADP
2559,7,NOUN
426,4,NOUN
1553,4,NOUN
932,4,ADP
1160,7,ADV
172,9,PUNCT
4271,8,NOUN
10350,4,VERB
1953,6,NOUN
46,4,ADP
2892,7,NOUN
56,4,ADP
3511,7,NOUN
16,4,PUNCT
10,8,PUNCT
9218,8,ADV
3318,9,NOUN
4974,4,NOUN
119,4,ADJ
32,13,PRON
7,5,ADP
1746,7,PROPN
102,1,PART
17431,14,VERB
111,6,ADP
1169,7,VERB
1528,6,ADJ
355,13,ADP
4295,7,NOUN
10,4,PUNCT
27,8,CCONJ
355,10,ADP
5,7,PRON
1637,5,VERB
38,6,ADP
830,7,NUM
17432,12,PROPN
75,1,ADP
4974,7,NOUN
32,4,PRON
5,5,PRON
119,5,ADJ
27,13,CCONJ
1217,10,ADV
102,9,PART
78,14,ADV
871,9,ADV
5787,9,NOUN
199,4,ADP
32,7,PRON
38,5,ADP
17433,7,NOUN
5,4,PRON
225,5,ADV
8505,9,VERB
27,6,CCONJ
426,10,NOUN
14413,4,NOUN
16,4,PUNCT
726,8,PROPN
7347,1,PROPN
17434,1,PROPN
1476,1,PROPN
172,1,PUNCT
17435,8,PROPN
188,1,VERB
1287,6,NOUN
3365,4,ADJ
726,13,PROPN
7347,1,PROPN
17434,1,PROPN
1476,1,PROPN
172,1,PUNCT
17435,8,PROPN
7347,1,PROPN
17436,1,PROPN
7347,1,PROPN
5609,1,PROPN
7347,1,PROPN
726,1,PROPN
7347,1,PROPN
5970,1,PROPN
7347,1,PROPN
13735,1,PROPN
7347,1,PROPN
17437,1,PROPN
7347,1,PROPN
726,1,PROPN
7347,1,PROPN
1476,1,DET
172,3,PUNCT
17438,8,PROPN
17439,1,PROPN
172,1,PUNCT
17440,8,PROPN
1476,1,PROPN
172,1,PUNCT
17441,8,PROPN
173,1,PROPN
172,1,PUNCT
17442,8,PROPN
16,1,PUNCT
882,8,ADP
750,7,NOUN
172,4,PUNCT
750,8,NOUN
2425,4,NOUN
7,4,ADP
242,7,NOUN
10,4,PUNCT
102,8,PART
1733,14,VERB
1151,6,NOUN
2408,4,NOUN
172,4,PUNCT
2408,8,NOUN
7,4,ADP
3750,7,NOUN
5,4,PRON
1495,5,VERB
181,6,ADP
750,7,NOUN
657,4,DET
17443,3,ADJ
16,13,PUNCT
7772,8,ADP
107,7,DET
10,3,PUNCT
890,8,PRON
17444,5,VERB
202,6,SCONJ
9087,11,ADJ
308,13,ADV
264,9,VERB
394,6,DET
17445,3,NOUN
16,4,PUNCT
569,8,SCONJ
10,11,PUNCT
1710,8,ADV
4714,9,NOUN
8331,4,NOUN
4283,4,VERB
31,6,SCONJ
1870,11,NOUN
17446,4,ADJ
932,13,ADP
873,7,ADJ
10,13,PUNCT
831,8,CCONJ
78,10,ADV
932,9,ADP
17447,7,ADJ
10,13,PUNCT
1640,8,ADP
17448,7,NOUN
17449,4,NOUN
284,4,PUNCT
17450,8,PROPN
102,1,PART
17451,14,VERB
17452,6,NOUN
7557,4,NOUN
10,4,PUNCT
603,8,SCONJ
9971,11,VERB
1464,6,NOUN
27,4,CCONJ
9523,10,NOUN
7,4,ADP
920,7,PROPN
17453,1,PROPN
10,1,PUNCT
1673,8,PROPN
16,1,PUNCT
14030,8,PROPN
2249,1,ADV
13235,9,VERB
2073,6,NOUN
5,4,PRON
591,5,ADV
3363,9,VERB
529,6,ADP
1460,7,NOUN
1269,4,PART
605,14,NOUN
7,4,ADP
75,7,ADP
17454,7,NOUN
16,4,PUNCT
17455,8,NOUN
587,4,NOUN
172,4,PUNCT
587,8,NOUN
10,4,PUNCT
643,8,SCONJ
1269,11,PART
84,14,NOUN
199,4,ADP
17455,7,PROPN
5,1,PRON
36,5,DET
10,3,PUNCT
1473,8,ADV
905,9,VERB
7,6,ADP
1202,7,ADP
327,7,NOUN
36,4,DET
10,3,PUNCT
5,8,PRON
405,5,VERB
127,6,ADP
5447,7,PROPN
17455,1,PROPN
10,1,PUNCT
9617,8,VERB
24,6,ADP
17456,7,PROPN
7476,1,PROPN
23,1,CCONJ
17456,10,PROPN
1288,1,PROPN
14533,1,PROPN
10,1,PUNCT
749,8,CCONJ
5267,10,VERB
582,6,NOUN
17457,4,PROPN
10,1,PUNCT
17458,8,PROPN
10,1,PUNCT
17459,8,PROPN
10,1,PUNCT
7608,8,PROPN
10,1,PUNCT
27,8,CCONJ
17460,10,PROPN
101,1,PROPN
10,1,PUNCT
36,8,DET
118,3,ADV
188,9,VERB
2893,6,NOUN
5,4,PRON
17461,5,ADJ
10,13,PUNCT
4639,8,ADJ
7,13,ADP
1523,7,PROPN
2132,1,PROPN
10,1,PUNCT
2749,8,PROPN
17462,1,PROPN
10,1,PUNCT
14535,8,PROPN
10,1,PUNCT
99,8,PROPN
14,1,PROPN
27,1,CCONJ
17463,10,PROPN
16,1,PUNCT
1657,8,PROPN
36,1,DET
188,3,VERB
1658,6,NOUN
599,4,NOUN
176,4,DET
177,3,ADJ
1659,13,VERB
1376,6,NOUN
911,4,PROPN
16,1,PUNCT
319,8,PRON
118,5,ADV
6853,9,VERB
7562,6,NOUN
17464,4,PROPN
127,1,ADP
1890,7,NOUN
3646,4,NOUN
172,4,PUNCT
3646,8,NOUN
115,4,NOUN
16,4,PUNCT
17465,8,PROPN
20,1,ADV
126,9,VERB
24,6,ADP
492,7,VERB
4311,6,NOUN
3333,4,ADJ
24,13,ADP
4479,7,NOUN
1943,4,NOUN
9678,4,NOUN
4963,4,VERB
2344,6,ADJ
16,13,PUNCT
17466,8,PROPN
2,1,AUX
3,2,DET
1013,3,NOUN
132,4,PUNCT
13847,8,PROPN
135,1,PUNCT
7,8,ADP
17467,7,PROPN
10,1,PUNCT
50,8,PROPN
16,1,PUNCT
436,8,ADP
197,7,DET
81,3,DET
3437,3,NOUN
428,4,ADJ
594,13,PROPN
10,1,PUNCT
1384,8,PROPN
594,1,PROPN
17468,1,PROPN
10,1,PUNCT
5,8,PRON
17469,5,VERB
871,6,ADV
13301,9,VERB
577,6,ADP
47,7,NOUN
17470,4,NUM
443,12,NOUN
10,4,PUNCT
4816,8,PART
1827,14,ADV
981,9,VERB
181,6,SCONJ
31,11,SCONJ
67,11,DET
17471,3,NOUN
1161,4,VERB
70,6,ADP
75,7,ADP
823,7,NOUN
17472,4,ADJ
10,13,PUNCT
10915,8,NOUN
5,4,PRON
17473,5,ADJ
27,13,CCONJ
349,10,ADV
17474,9,VERB
1240,6,NOUN
7116,4,VERB
16,6,PUNCT
17294,8,NOUN
191,4,ADP
957,7,NOUN
36,4,DET
5,3,PRON
4787,5,ADV
17475,9,VERB
38,6,ADP
596,7,DET
15422,3,NOUN
17476,4,NOUN
4108,4,PROPN
729,1,PROPN
2033,1,VERB
360,6,DET
5868,3,NOUN
27,4,CCONJ
46,10,ADP
6968,7,NOUN
1200,4,ADV
5770,9,VERB
16,6,PUNCT
17477,8,VERB
3640,6,ADJ
46,13,ADP
1376,7,NOUN
5,4,PRON
2414,5,NOUN
17478,4,NOUN
4237,4,ADJ
132,13,PUNCT
102,8,PART
16346,14,VERB
135,6,PUNCT
24,8,ADP
4641,7,NOUN
1005,4,NOUN
5,4,PRON
8790,5,ADJ
16,13,PUNCT
3712,8,NOUN
263,4,ADJ
105,13,ADV
7587,9,ADJ
17479,13,NOUN
221,4,VERB
24,6,ADP
492,7,VERB
15057,6,NOUN
132,4,PUNCT
4295,8,NOUN
1662,4,ADJ
135,13,PUNCT
199,8,ADP
230,7,NOUN
3448,4,DET
10,3,PUNCT
423,8,ADV
68,9,NOUN
75,4,ADP
9896,7,NOUN
12925,4,NOUN
16,4,PUNCT
3228,8,VERB
94,6,NUM
17480,12,NOUN
3023,4,NOUN
129,4,ADJ
27,13,CCONJ
1235,10,ADJ
7,13,ADP
15916,7,PROPN
17481,1,PROPN
7,1,ADP
3231,7,NOUN
17482,4,NOUN
16,4,PUNCT
17483,8,PROPN
64,1,PUNCT
17484,8,PROPN
64,1,PUNCT
17485,8,PROPN
17486,1,PROPN
132,1,PUNCT
135,8,PUNCT
2,8,AUX
396,2,NOUN
397,4,NOUN
398,4,NOUN
209,4,PROPN
5,1,PRON
202,5,NOUN
36,4,DET
1357,3,VERB
111,6,ADP
17487,7,PROPN
207,1,PROPN
17488,1,PROPN
10,1,PUNCT
24,8,ADP
4384,7,NOUN
